Row	Anon Student Id	Problem Hierarchy	Problem Name	Problem View	Step Name	Step Start Time	First Transaction Time	Correct Transaction Time	Step End Time	Step Duration (sec)	Correct Step Duration (sec)	Error Step Duration (sec)	Correct First Attempt	Incorrects	Hints	Corrects	KC(Default)	Opportunity(Default)
56	JG4Tz	Unit CTA1_01, Section CTA1_01-2	BH1T17	1	R4C2	2006-10-26 10:16:36.0	2006-10-26 10:16:51.0	2006-10-26 10:16:51.0	2006-10-26 10:16:51.0	15	15		1	0	0	1	Find Y, any form	11
57	JG4Tz	Unit CTA1_01, Section CTA1_01-2	BH1T17	1	R5C1	2006-10-26 10:16:51.0	2006-10-26 10:16:57.0	2006-10-26 10:16:57.0	2006-10-26 10:16:57.0	6	6		1	0	0	1	Entering a given	13
58	JG4Tz	Unit CTA1_01, Section CTA1_01-2	BH1T17	1	R5C2	2006-10-26 10:16:57.0	2006-10-26 10:17:04.0	2006-10-26 10:17:21.0	2006-10-26 10:17:21.0	24		24	0	1	0	1	Find Y, any form	12
59	JG4Tz	Unit CTA1_01, Section CTA1_01-2	BH1T17	1	R6C1	2006-10-26 10:17:21.0	2006-10-26 10:17:42.0	2006-10-26 10:17:42.0	2006-10-26 10:17:42.0	21	21		1	0	0	1	Entering a given	14
60	JG4Tz	Unit CTA1_01, Section CTA1_01-2	BH1T17	1	R6C2	2006-10-26 10:17:42.0	2006-10-26 10:17:48.0	2006-10-26 10:17:48.0	2006-10-26 10:17:48.0	6	6		1	0	0	1	Find Y, any form	13
61	JG4Tz	Unit CTA1_01, Section CTA1_01-2	BH1T17	1	R3C1	2006-10-26 10:17:48.0	2006-10-26 10:17:53.0	2006-10-26 10:17:53.0	2006-10-26 10:17:53.0	5	5		1	0	0	1	Define Variable	5
62	JG4Tz	Unit CTA1_01, Section CTA1_01-2	BH1T17	1	R3C2	2006-10-26 10:17:53.0	2006-10-26 10:17:58.0	2006-10-26 10:17:58.0	2006-10-26 10:17:58.0	5	5		1	0	0	1	Write expression, any form	5
63	JG4Tz	Unit CTA1_01, Section CTA1_01-2	BH1T08A	1	R1C1	2006-10-26 10:18:02.0	2006-10-26 10:18:13.0	2006-10-26 10:18:13.0	2006-10-26 10:18:13.0	11	11		1	0	0	1		
64	JG4Tz	Unit CTA1_01, Section CTA1_01-2	BH1T08A	1	R1C2	2006-10-26 10:18:13.0	2006-10-26 10:18:48.0	2006-10-26 10:18:48.0	2006-10-26 10:18:48.0	35	35		1	0	0	1		
65	JG4Tz	Unit CTA1_01, Section CTA1_01-2	BH1T08A	1	R2C1	2006-10-26 10:18:48.0	2006-10-26 10:18:54.0	2006-10-26 10:18:54.0	2006-10-26 10:18:54.0	6	6		1	0	0	1	Identifying units	8
66	JG4Tz	Unit CTA1_01, Section CTA1_01-2	BH1T08A	1	R2C2	2006-10-26 10:18:54.0	2006-10-26 10:18:57.0	2006-10-26 10:18:57.0	2006-10-26 10:18:57.0	3	3		1	0	0	1	Identifying units	9
67	JG4Tz	Unit CTA1_01, Section CTA1_01-2	BH1T08A	1	R4C1	2006-10-26 10:18:57.0	2006-10-26 10:19:21.0	2006-10-26 10:19:26.0	2006-10-26 10:19:26.0	29		29	0	1	0	1	Entering a given	15
68	JG4Tz	Unit CTA1_01, Section CTA1_01-2	BH1T08A	1	R4C2	2006-10-26 10:19:26.0	2006-10-26 10:19:30.0	2006-10-26 10:19:30.0	2006-10-26 10:19:30.0	4	4		1	0	0	1	Find Y, any form	14
69	JG4Tz	Unit CTA1_01, Section CTA1_01-2	BH1T08A	1	R5C1	2006-10-26 10:19:30.0	2006-10-26 10:19:46.0	2006-10-26 10:19:46.0	2006-10-26 10:19:46.0	16	16		1	0	0	1	Find X, any form	2
70	JG4Tz	Unit CTA1_01, Section CTA1_01-2	BH1T08A	1	R5C2	2006-10-26 10:19:46.0	2006-10-26 10:19:49.0	2006-10-26 10:19:59.0	2006-10-26 10:19:59.0	13		13	0	2	0	1	Entering a given	16
71	JG4Tz	Unit CTA1_01, Section CTA1_01-2	BH1T08A	1	R6C1	2006-10-26 10:19:59.0	2006-10-26 10:20:11.0	2006-10-26 10:20:11.0	2006-10-26 10:20:11.0	12	12		1	0	0	1	Entering a given	17
72	JG4Tz	Unit CTA1_01, Section CTA1_01-2	BH1T08A	1	R6C2	2006-10-26 10:20:11.0	2006-10-26 10:20:18.0	2006-10-26 10:20:18.0	2006-10-26 10:20:18.0	7	7		1	0	0	1	Find Y, any form	15
73	JG4Tz	Unit CTA1_01, Section CTA1_01-2	BH1T08A	1	R3C1	2006-10-26 10:20:18.0	2006-10-26 10:20:21.0	2006-10-26 10:20:21.0	2006-10-26 10:20:21.0	3	3		1	0	0	1	Define Variable	6
74	JG4Tz	Unit CTA1_01, Section CTA1_01-2	BH1T08A	1	R3C2	2006-10-26 10:20:21.0	2006-10-26 10:20:24.0	2006-10-26 10:20:24.0	2006-10-26 10:20:24.0	3	3		1	0	0	1	Write expression, any form	6
75	JG4Tz	Unit CTA1_01, Section CTA1_01-2	BH1T15	1	R1C1	2006-10-26 10:20:27.0	2006-10-26 10:20:34.0	2006-10-26 10:20:34.0	2006-10-26 10:20:34.0	7	7		1	0	0	1		
76	JG4Tz	Unit CTA1_01, Section CTA1_01-2	BH1T15	1	GeneralHelpGoalNode	2006-10-26 10:20:59.0	2006-10-26 10:21:00.0		2006-10-26 10:21:00.0	1		1	0	0	0	0		
77	JG4Tz	Unit CTA1_01, Section CTA1_01-2	BH1T15	1	R1C2	2006-10-26 10:20:34.0	2006-10-26 10:20:57.0	2006-10-26 10:21:16.0	2006-10-26 10:21:16.0	41		41	0	1	1	1		
78	JG4Tz	Unit CTA1_01, Section CTA1_01-2	BH1T15	1	R2C2	2006-10-26 10:21:16.0	2006-10-26 10:21:17.0	2006-10-26 10:21:17.0	2006-10-26 10:21:17.0	1	1		1	0	0	1		
79	JG4Tz	Unit CTA1_01, Section CTA1_01-2	BH1T15	1	R2C1	2006-10-26 10:21:17.0	2006-10-26 10:21:20.0	2006-10-26 10:21:20.0	2006-10-26 10:21:20.0	3	3		1	0	0	1	Identifying units	10
80	JG4Tz	Unit CTA1_01, Section CTA1_01-2	BH1T15	1	R4C1	2006-10-26 10:21:20.0	2006-10-26 10:21:26.0	2006-10-26 10:21:26.0	2006-10-26 10:21:26.0	6	6		1	0	0	1	Entering a given	18
81	JG4Tz	Unit CTA1_01, Section CTA1_01-2	BH1T15	1	R4C2	2006-10-26 10:21:26.0	2006-10-26 10:21:42.0	2006-10-26 10:21:42.0	2006-10-26 10:21:42.0	16	16		1	0	0	1	Find Y, any form	16
82	JG4Tz	Unit CTA1_01, Section CTA1_01-2	BH1T15	1	R5C1	2006-10-26 10:21:42.0	2006-10-26 10:22:05.0	2006-10-26 10:22:05.0	2006-10-26 10:22:05.0	23	23		1	0	0	1	Entering a given	19
83	JG4Tz	Unit CTA1_01, Section CTA1_01-2	BH1T15	1	R5C2	2006-10-26 10:22:05.0	2006-10-26 10:22:08.0	2006-10-26 10:22:08.0	2006-10-26 10:22:08.0	3	3		1	0	0	1	Find Y, any form	17
84	JG4Tz	Unit CTA1_01, Section CTA1_01-2	BH1T15	1	R6C2	2006-10-26 10:22:08.0	2006-10-26 10:22:50.0	2006-10-26 10:22:50.0	2006-10-26 10:22:50.0	42	42		1	0	0	1	Find Y, any form	18
85	JG4Tz	Unit CTA1_01, Section CTA1_01-2	BH1T15	1	R6C1	2006-10-26 10:22:50.0	2006-10-26 10:22:57.0	2006-10-26 10:22:57.0	2006-10-26 10:22:57.0	7	7		1	0	0	1	Entering a given	20
86	JG4Tz	Unit CTA1_01, Section CTA1_01-2	BH1T15	1	R3C1	2006-10-26 10:22:57.0	2006-10-26 10:22:59.0	2006-10-26 10:22:59.0	2006-10-26 10:22:59.0	2	2		1	0	0	1	Define Variable	7
87	JG4Tz	Unit CTA1_01, Section CTA1_01-2	BH1T15	1	R3C2	2006-10-26 10:22:59.0	2006-10-26 10:23:04.0	2006-10-26 10:23:04.0	2006-10-26 10:23:04.0	5	5		1	0	0	1	Write expression, any form	7
88	JG4Tz	Unit CTA1_01, Section CTA1_01-3	BH1T30B	1	R1C1	2006-10-26 10:23:07.0	2006-10-26 10:23:23.0	2006-10-26 10:23:23.0	2006-10-26 10:23:23.0	16	16		1	0	0	1		
89	JG4Tz	Unit CTA1_01, Section CTA1_01-3	BH1T30B	1	R1C2	2006-10-26 10:23:23.0	2006-10-26 10:23:42.0	2006-10-26 10:23:42.0	2006-10-26 10:23:42.0	19	19		1	0	0	1		
90	JG4Tz	Unit CTA1_01, Section CTA1_01-3	BH1T30B	1	R2C1	2006-10-26 10:23:42.0	2006-10-26 10:23:47.0	2006-10-26 10:23:47.0	2006-10-26 10:23:47.0	5	5		1	0	0	1	Identifying units	11
91	JG4Tz	Unit CTA1_01, Section CTA1_01-3	BH1T30B	1	R2C2	2006-10-26 10:23:47.0	2006-10-26 10:23:53.0	2006-10-26 10:24:15.0	2006-10-26 10:24:15.0	27		27	0	3	1	1	Identifying units	12
92	JG4Tz	Unit CTA1_01, Section CTA1_01-3	BH1T30B	1	R4C1	2006-10-26 10:24:15.0	2006-10-26 10:24:20.0	2006-10-26 10:24:20.0	2006-10-26 10:24:20.0	5	5		1	0	0	1	Entering a given	21
93	JG4Tz	Unit CTA1_01, Section CTA1_01-3	BH1T30B	1	R4C2	2006-10-26 10:24:20.0	2006-10-26 10:24:23.0	2006-10-26 10:25:47.0	2006-10-26 10:25:47.0	85		85	0	4	1	1	Find Y, any form	19
94	JG4Tz	Unit CTA1_01, Section CTA1_01-3	BH1T30B	1	R5C1	2006-10-26 10:25:47.0	2006-10-26 10:25:51.0	2006-10-26 10:25:51.0	2006-10-26 10:25:51.0	4	4		1	0	0	1	Entering a given	22
95	JG4Tz	Unit CTA1_01, Section CTA1_01-3	BH1T30B	1	R5C2	2006-10-26 10:25:51.0	2006-10-26 10:26:08.0	2006-10-26 10:28:11.0	2006-10-26 10:28:11.0	138		138	0	4	1	1	Find Y, any form	20
96	JG4Tz	Unit CTA1_01, Section CTA1_01-3	BH1T30B	1	R6C1	2006-10-26 10:28:11.0	2006-10-26 10:28:33.0	2006-10-26 10:28:35.0	2006-10-26 10:28:35.0	24		24	0	1	0	1	Entering a given	23
97	JG4Tz	Unit CTA1_01, Section CTA1_01-3	BH1T30B	1	R6C2	2006-10-26 10:28:35.0	2006-10-26 10:28:52.0	2006-10-26 10:29:47.0	2006-10-26 10:29:47.0	71		71	0	3	1	1	Find Y, any form	21
98	JG4Tz	Unit CTA1_01, Section CTA1_01-3	BH1T30B	1	R3C1	2006-10-26 10:29:47.0	2006-10-26 10:29:49.0	2006-10-26 10:29:49.0	2006-10-26 10:29:49.0	2	2		1	0	0	1	Define Variable	8
99	JG4Tz	Unit CTA1_01, Section CTA1_01-3	BH1T30B	1	GeneralHelpGoalNode	2006-10-26 10:24:05.0	2006-10-26 10:24:06.0		2006-10-26 10:31:13.0	17		17	0	0	0	0		
100	JG4Tz	Unit CTA1_01, Section CTA1_01-3	BH1T30B	1	R3C2	2006-10-26 10:29:49.0	2006-10-26 10:29:58.0	2006-10-26 10:31:28.0	2006-10-26 10:31:28.0	88		88	0	4	2	1	Write expression, any form	8
101	JG4Tz	Unit CTA1_01, Section CTA1_01-3	BH1T28	1	R1C1	2006-10-26 10:31:31.0	2006-10-26 10:31:37.0	2006-10-26 10:31:37.0	2006-10-26 10:31:37.0	6	6		1	0	0	1		
102	JG4Tz	Unit CTA1_01, Section CTA1_01-3	BH1T28	1	R1C2	2006-10-26 10:31:37.0	2006-10-26 10:31:58.0	2006-10-26 10:31:58.0	2006-10-26 10:31:58.0	21	21		1	0	0	1		
103	JG4Tz	Unit CTA1_01, Section CTA1_01-3	BH1T28	1	R2C1	2006-10-26 10:31:58.0	2006-10-26 10:32:02.0	2006-10-26 10:32:13.0	2006-10-26 10:32:13.0	15		15	0	2	0	1	Identifying units	13
104	JG4Tz	Unit CTA1_01, Section CTA1_01-3	BH1T28	1	R2C2	2006-10-26 10:32:13.0	2006-10-26 10:32:27.0	2006-10-26 10:32:40.0	2006-10-26 10:32:40.0	26		26	0	2	1	1	Identifying units	14
105	JG4Tz	Unit CTA1_01, Section CTA1_01-3	BH1T28	1	R4C1	2006-10-26 10:32:40.0	2006-10-26 10:33:27.0	2006-10-26 10:33:27.0	2006-10-26 10:33:27.0	47	47		1	0	0	1	Entering a given	24
106	JG4Tz	Unit CTA1_01, Section CTA1_01-3	BH1T28	1	R5C1	2006-10-26 10:33:41.0	2006-10-26 10:34:51.0	2006-10-26 10:34:51.0	2006-10-26 10:34:51.0	70	70		1	0	0	1	Entering a given	25
107	JG4Tz	Unit CTA1_01, Section CTA1_01-3	BH1T28	1	R3C1	2006-10-26 10:35:41.0	2006-10-26 10:35:50.0	2006-10-26 10:35:50.0	2006-10-26 10:35:50.0	9	9		1	0	0	1	Define Variable	9
108	JG4Tz	Unit CTA1_01, Section CTA1_01-3	BH1T28	1	GeneralHelpGoalNode	2006-10-26 10:32:35.0	2006-10-26 10:32:36.0		2006-10-26 10:36:40.0	13		13	0	0	0	0		
109	JG4Tz	Unit CTA1_01, Section CTA1_01-3	BH1T28	1	R4C2	2006-10-26 10:33:27.0	2006-10-26 10:33:30.0	2006-10-26 10:37:02.0	2006-10-26 10:37:02.0	84		84	0	4	1	1	Find Y, any form	22
110	JG4Tz	Unit CTA1_01, Section CTA1_01-3	BH1T28	1	R5C2	2006-10-26 10:34:51.0	2006-10-26 10:35:05.0	2006-10-26 10:38:00.0	2006-10-26 10:38:00.0	98		98	0	7	2	1	Find Y, any form	23
111	JG4Tz	Unit CTA1_01, Section CTA1_01-3	BH1T28	1	R3C2	2006-10-26 10:38:00.0	2006-10-26 10:38:10.0	2006-10-26 10:38:34.0	2006-10-26 10:38:34.0	34		34	0	2	0	1	Write expression, any form	9
